Zipcode.x,SchoolName,Number of Students,Zipcode_first,Address,City,Zipcode.y,County,X,Y
27610,Heritage Elementary,952,276,NA,NA,NA,NA,-78.511773,35.94689
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27616,Heritage Elementary,952,276,NA,NA,NA,NA,-78.51180832,35.94665031
27610,Heritage Elementary,952,276,NA,NA,NA,NA,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27587,Heritage Elementary,952,275,3500 Rogers Road,Wake Forest,27587,Wake,-78.51180832,35.94665031
27610,Heritage High,1892,276,NA,NA,NA,NA,-78.511335,35.941665
27604,Heritage High,1892,276,NA,NA,NA,NA,-78.511335,35.941665
27587,Heritage Middle,1243,275,3400 Rogers Road,Wake Forest,27587,Wake,-78.51138853,35.94928693
27587,Heritage Middle,1243,275,3400 Rogers Road,Wake Forest,27587,Wake,-78.51138853,35.94928693
27587,Heritage Middle,1243,275,3400 Rogers Road,Wake Forest,27587,Wake,-78.51138853,35.94928693
27587,Heritage Middle,1243,275,3400 Rogers Road,Wake Forest,27587,Wake,-78.51138853,35.94928693
27587,Heritage Middle,1243,275,3400 Rogers Road,Wake Forest,27587,Wake,-78.51138853,35.94928693
27604,Heritage Middle,1243,276,NA,NA,NA,NA,-78.51138853,35.94928693
27604,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27612,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27604,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27610,Hodge Road Elementary,498,276,NA,NA,NA,NA,-78.522634,35.776369
27592,Holly Grove Middle,1708,275,1401 Avent Ferry Road,Holly Springs,27540,Wake,-78.85109102,35.63229739
27603,Holly Grove Middle,1708,276,NA,NA,NA,NA,-78.85109102,35.63229739
27603,Holly Grove Middle,1708,276,NA,NA,NA,NA,-78.85109102,35.63229739
27610,Holly Ridge Middle,1119,276,NA,NA,NA,NA,-78.85109102,35.63229739
27540,Holly Ridge Middle,1119,275,950 Holly Springs Road,Holly Springs,27540,Wake,-78.81529674,35.65470548
27502,Holly Ridge Middle,1119,275,950 Holly Springs Road,Holly Springs,27540,Wake,-78.81529674,35.65470548
27610,Holly Ridge Middle,1119,276,NA,NA,NA,NA,-78.81529674,35.65470548
27502,Holly Ridge Middle,1119,275,950 Holly Springs Road,Holly Springs,27540,Wake,-78.81529674,35.65470548
27601,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27607,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27610,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27613,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27610,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27529,Hunter Elementary,638,275,NA,NA,NA,NA,-78.6228971,35.77477673
27601,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27601,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27610,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27603,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27610,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27610,Hunter Elementary,638,276,1018 E Davie St,Raleigh,27601,Wake,-78.6228971,35.77477673
27540,Jeffreys Grove Elementary,571,275,NA,NA,NA,NA,-78.68106237,35.86808134
27605,Jeffreys Grove Elementary,571,276,6119 Creedmoor Rd,Raleigh,27612,Wake,-78.68106237,35.86808134
27587,Jones Dairy Elementary,635,275,1100 Jones Dairy Road,Wake Forest,27587,Wake,-78.47148306,35.95031699
27587,Jones Dairy Elementary,635,275,1100 Jones Dairy Road,Wake Forest,27587,Wake,-78.47148306,35.95031699
27587,Jones Dairy Elementary,635,275,1100 Jones Dairy Road,Wake Forest,27587,Wake,-78.47148306,35.95031699
27608,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27601,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27604,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27601,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27604,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27606,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27601,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27604,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27604,Joyner Elementary,679,276,2300 Lowden St.,Raleigh,27608,Wake,-78.63293523,35.81269916
27511,Kingswood Elementary,430,275,NA,NA,NA,NA,-78.778313,35.792841
27529,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27591,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27616,Knightdale Elementary,590,276,NA,NA,NA,NA,-78.47872693,35.78477933
27545,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27545,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27591,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27545,Knightdale Elementary,590,275,109 Ridge St,Knightdale,27545,Wake,-78.47872693,35.78477933
27591,Knightdale High,1641,275,100 Bryan Chalk Lane,Knightdale,27545,Wake,-78.47614412,35.81064533
27604,Knightdale High,1641,276,NA,NA,NA,NA,-78.47623,35.810406
27610,Knightdale High,1641,276,NA,NA,NA,NA,-78.47623,35.810406
27545,Knightdale High,1641,275,100 Bryan Chalk Lane,Knightdale,27545,Wake,-78.47614412,35.81064533
27610,Knightdale High,1641,276,NA,NA,NA,NA,-78.47614412,35.81064533
27545,Knightdale High,1641,275,100 Bryan Chalk Lane,Knightdale,27545,Wake,-78.47614412,35.81064533
27610,Knightdale High,1641,276,NA,NA,NA,NA,-78.47614412,35.81064533
27545,Knightdale High,1641,275,100 Bryan Chalk Lane,Knightdale,27545,Wake,-78.47614412,35.81064533
27604,Knightdale High,1641,276,NA,NA,NA,NA,-78.47614412,35.81064533
27545,Knightdale High,1641,275,100 Bryan Chalk Lane,Knightdale,27545,Wake,-78.47614412,35.81064533
27610,Knightdale High,1641,276,NA,NA,NA,NA,-78.47614412,35.81064533
27604,Knightdale High,1641,276,NA,NA,NA,NA,-78.47614412,35.81064533
27610,Lacy Elementary,735,276,2001 Lake Boone Trail,Raleigh,27607,Wake,-78.6797555,35.8143084
27610,Lacy Elementary,735,276,2001 Lake Boone Trail,Raleigh,27607,Wake,-78.6797555,35.8143084
27610,Lacy Elementary,735,276,2001 Lake Boone Trail,Raleigh,27607,Wake,-78.6797555,35.8143084
27610,Lacy Elementary,735,276,2001 Lake Boone Trail,Raleigh,27607,Wake,-78.6797555,35.8143084
27607,Lacy Elementary,735,276,2001 Lake Boone Trail,Raleigh,27607,Wake,-78.6797555,35.8143084
27610,Lake Myra Elementary,662,276,NA,NA,NA,NA,-78.429808,35.761684
27591,Lake Myra Elementary,662,275,1300 Elk Falls Rd,Wendell,27591,Wake,-78.4300571,35.76186235
27610,Laurel Park Elementary,885,276,NA,NA,NA,NA,-78.826762,35.758715
27610,Laurel Park Elementary,885,276,NA,NA,NA,NA,-78.826762,35.758715
27610,Laurel Park Elementary,885,276,NA,NA,NA,NA,-78.826762,35.758715
27610,Laurel Park Elementary,885,276,NA,NA,NA,NA,-78.826762,35.758715
27603,Lead Mine Elementary,501,276,NA,NA,NA,NA,-78.656308,35.891578
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27606,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27610,Leesville Road Elementary,714,276,8401 Leesville Rd,Raleigh,27613,Wake,-78.71858727,35.88788665
27612,Leesville Road High,2571,276,8409 Leesville Rd,Raleigh,27613,Wake,-78.71850433,35.89082954
27610,Leesville Road High,2571,276,8409 Leesville Rd,Raleigh,27613,Wake,-78.71850433,35.89082954
27610,Leesville Road High,2571,276,8409 Leesville Rd,Raleigh,27613,Wake,-78.71850433,35.89082954
27616,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27606,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27610,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27613,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27610,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27610,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27613,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27610,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27610,Leesville Road Middle,923,276,8405 Leesville Rd,Raleigh,27613,Wake,-78.71856353,35.88921505
27612,Ligon Magnet Middle,1200,276,NA,NA,NA,NA,-78.626561,35.772318
27528,Ligon Middle,947,275,NA,NA,NA,NA,-78.626561,35.772318
27606,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27609,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27610,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27610,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27610,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27610,Ligon Middle,947,276,706 E Lenoir St,Raleigh,27601,Wake,-78.62651529,35.77205862
27526,Lincoln Heights Elementary,515,275,307 Bridge St,Fuquay-Varina,27526,Wake,-78.80930987,35.58976488
27610,Lockhart Elementary,504,276,NA,NA,NA,NA,-78.4856,35.802796
27545,Lockhart Elementary,504,275,1320 N Smithfield Rd,Knightdale,27545,Wake,-78.48538514,35.80380982
27545,Lockhart Elementary,504,275,1320 N Smithfield Rd,Knightdale,27545,Wake,-78.48538514,35.80380982
27610,Lockhart Elementary,504,276,NA,NA,NA,NA,-78.48538514,35.80380982
27545,Lockhart Elementary,504,275,1320 N Smithfield Rd,Knightdale,27545,Wake,-78.48538514,35.80380982
27545,Lockhart Elementary,504,275,1320 N Smithfield Rd,Knightdale,27545,Wake,-78.48538514,35.80380982
27609,Longleaf Academy,347,276,NA,NA,NA,NA,-79.361494,35.197381
27610,Longview Elementary,337,276,318 N King Charles Rd,Raleigh,27610,Wake,-78.61035585,35.78537734
27587,Longview Elementary,337,275,NA,NA,NA,NA,-78.61035585,35.78537734
27610,Lufkin Road Middle,1070,276,NA,NA,NA,NA,-78.829917,35.719924
27610,Lufkin Road Middle,1070,276,NA,NA,NA,NA,-78.829917,35.719924
27610,Lufkin Road Middle,1070,276,NA,NA,NA,NA,-78.829917,35.719924
27610,Lufkin Road Middle,1070,276,NA,NA,NA,NA,-78.829917,35.719924
27603,Lufkin Road Middle,1070,276,NA,NA,NA,NA,-78.829917,35.719924
27612,Lynn Road Elementary,523,276,NA,NA,NA,NA,-78.667502,35.870453
27609,Lynn Road Elementary,523,276,1601 Lynn Rd,Raleigh,27612,Wake,-78.6674676,35.87093692
27609,Lynn Road Elementary,523,276,1601 Lynn Rd,Raleigh,27612,Wake,-78.6674676,35.87093692
27609,Lynn Road Elementary,523,276,1601 Lynn Rd,Raleigh,27612,Wake,-78.6674676,35.87093692
27609,Lynn Road Elementary,523,276,1601 Lynn Rd,Raleigh,27612,Wake,-78.6674676,35.87093692
27609,Lynn Road Elementary,523,276,1601 Lynn Rd,Raleigh,27612,Wake,-78.6674676,35.87093692
27607,Martin Middle,1054,276,1701 Ridge Rd,Raleigh,27607,Wake,-78.68533761,35.81192726
27610,Martin Middle,1054,276,1701 Ridge Rd,Raleigh,27607,Wake,-78.68533761,35.81192726
27610,Martin Middle,1054,276,1701 Ridge Rd,Raleigh,27607,Wake,-78.68533761,35.81192726
27610,Martin Middle,1054,276,1701 Ridge Rd,Raleigh,27607,Wake,-78.68533761,35.81192726
27610,Martin Middle,1054,276,1701 Ridge Rd,Raleigh,27607,Wake,-78.68533761,35.81192726
27603,Mary Phillips High,160,276,NA,NA,NA,NA,-78.616175,35.788353
27603,Middle Creek High,2071,276,NA,NA,NA,NA,-78.75992922,35.66648264
27603,Middle Creek High,2071,276,NA,NA,NA,NA,-78.75992922,35.66648264
27603,Middle Creek High,2071,276,NA,NA,NA,NA,-78.75992922,35.66648264
27587,Middle Creek High,2071,275,123 Middle Creek Park Avenue,Apex,27539,Wake,-78.75992922,35.66648264
27603,Middle Creek High,2071,276,NA,NA,NA,NA,-78.75992922,35.66648264
27601,Millbrook Elementary,521,276,1520 E Millbrook Rd,Raleigh,27609,Wake,-78.61076826,35.84947818
27703,Millbrook Elementary,521,277,NA,NA,NA,NA,-78.61076826,35.84947818
27610,Millbrook Elementary,521,276,1520 E Millbrook Rd,Raleigh,27609,Wake,-78.61076826,35.84947818
27601,Millbrook Elementary,521,276,1520 E Millbrook Rd,Raleigh,27609,Wake,-78.61076826,35.84947818
27529,Millbrook Elementary,521,275,NA,NA,NA,NA,-78.61076826,35.84947818
27612,Millbrook Elementary,521,276,1520 E Millbrook Rd,Raleigh,27609,Wake,-78.61076826,35.84947818
27529,Millbrook Elementary,521,275,NA,NA,NA,NA,-78.61076826,35.84947818
27607,Millbrook Elementary,521,276,1520 E Millbrook Rd,Raleigh,27609,Wake,-78.61076826,35.84947818
27529,Millbrook Elementary,521,275,NA,NA,NA,NA,-78.61076826,35.84947818
27616,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27610,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27604,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27610,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27609,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27529,Millbrook High,2353,275,NA,NA,NA,NA,-78.6035689,35.86502448
27610,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27609,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27615,Millbrook High,2353,276,2201 Spring Forest Rd,Raleigh,27615,Wake,-78.6035689,35.86502448
27529,Mills Park Middle,1746,275,441 Mills Park Drive,Cary,27519,Wake,-78.89699618,35.81324037
27604,Moores Square Middle,653,276,NA,NA,NA,NA,-78.634824,35.776584
27587,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27606,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27610,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27607,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27606,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27610,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27610,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27610,Needham Broughton High,1085,276,723 Saint Mary's St,Raleigh,27605,Wake,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27545,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27587,Needham Broughton High,1085,275,NA,NA,NA,NA,-78.65238541,35.78979483
27545,Neuse River Middle,724,275,NA,NA,NA,NA,-78.502097,35.825713
27612,Oak Grove Elementary,9757,276,10401 Penny Road,Raleigh,27606,Wake,-78.78290124,35.71413232
27610,Oak Grove Elementary,9757,276,10401 Penny Road,Raleigh,27606,Wake,-78.78290124,35.71413232
27612,Oak Grove Elementary,9757,276,10401 Penny Road,Raleigh,27606,Wake,-78.78290124,35.71413232
27518,Oak Grove Elementary,9757,275,NA,NA,NA,NA,-78.78290124,35.71413232
27518,Oak Grove Elementary,9757,275,NA,NA,NA,NA,-78.78290124,35.71413232
27616,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27608,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27616,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27604,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27609,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27604,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27545,Oberlin Middle,1294,275,NA,NA,NA,NA,-78.656811,35.813121
27545,Oberlin Middle,1294,275,NA,NA,NA,NA,-78.656811,35.813121
27610,Oberlin Middle,1294,276,NA,NA,NA,NA,-78.656811,35.813121
27545,Oberlin Middle,1294,275,NA,NA,NA,NA,-78.656811,35.813121
27545,Oberlin Middle,1294,275,NA,NA,NA,NA,-78.656811,35.813121
27603,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
28306,Olds Elementary,550,283,NA,NA,NA,NA,-78.675145,35.793701
27607,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
27601,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
27603,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
28306,Olds Elementary,550,283,NA,NA,NA,NA,-78.67520851,35.79363835
27609,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
27601,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
27603,Olds Elementary,550,276,204 Dixie Trail,Raleigh,27607,Wake,-78.67520851,35.79363835
28306,Olds Elementary,550,283,NA,NA,NA,NA,-78.67520851,35.79363835
27502,Olive Chapel Elementary,984,275,NA,NA,NA,NA,-78.894432,35.73479
27523,Panther Creek High,2870,275,6770 McCrimmon Parkway,Cary,27519,Wake,-78.88842224,35.82987272
27610,Parker Middle,269,276,NA,NA,NA,NA,-77.774663,35.951883
27604,Partnership Elementary,302,276,601 Devereux Street,Raleigh,27605,Wake,-78.64713263,35.79003782
27604,Partnership Elementary,302,276,601 Devereux Street,Raleigh,27605,Wake,-78.64713263,35.79003782
27529,Partnership Elementary,302,275,NA,NA,NA,NA,-78.64713263,35.79003782
27604,Partnership Elementary,302,276,601 Devereux Street,Raleigh,27605,Wake,-78.64713263,35.79003782
27610,Partnership Elementary,302,276,601 Devereux Street,Raleigh,27605,Wake,-78.64713263,35.79003782
27610,Partnership Elementary,302,276,601 Devereux Street,Raleigh,27605,Wake,-78.64713263,35.79003782
27529,Pave Elementary,412,275,NA,NA,NA,NA,-78.619384,35.736869
27529,Pave Elementary,412,275,NA,NA,NA,NA,-78.619384,35.736869
27610,Pave Elementary,412,276,NA,NA,NA,NA,-78.619384,35.736869
27603,Penny Road Elementary,540,276,NA,NA,NA,NA,-78.79768,35.71536
27603,Penny Road Elementary,540,276,NA,NA,NA,NA,-78.79768,35.71536
27603,Phillips High,554,276,1923 Milburnie Rd,Raleigh,27610,Wake,-78.616226,35.78831521
27604,Phillips High,554,276,1923 Milburnie Rd,Raleigh,27610,Wake,-78.616226,35.78831521
27612,Pleasant Grove Elementary,646,276,NA,NA,NA,NA,-78.820766,35.887427
27612,Pleasant Grove Elementary,646,276,NA,NA,NA,NA,-78.820766,35.887427
27615,Pleasant Union Elementary,646,276,1900 Pleasant Union Chr Rd,Raleigh,27614,Wake,-78.67336243,35.95031113
27560,Plymouth High,1099,275,NA,NA,NA,NA,-76.738468,35.870177
27529,Powell Elementary,861,275,NA,NA,NA,NA,-78.603236,35.795352
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27601,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27529,Powell Elementary,861,275,NA,NA,NA,NA,-78.60369696,35.79551071
27601,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27601,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27606,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Powell Elementary,861,276,1130 Marlborough Rd,Raleigh,27610,Wake,-78.60369696,35.79551071
27610,Princeton Elementary,751,276,NA,NA,NA,NA,-78.176483,35.46474
27610,Rand Road Elementary,524,276,NA,NA,NA,NA,-78.616555,35.655549
27603,Rand Road Elementary,524,276,NA,NA,NA,NA,-78.616555,35.655549
27587,Reedy Creek Elementary,651,275,940 Reedy Creek Road,Cary,27513,Wake,-78.76583637,35.81258558
27587,Reedy Creek Elementary,651,275,940 Reedy Creek Road,Cary,27513,Wake,-78.76583637,35.81258558
27607,Reedy Creek Elementary,651,276,NA,NA,NA,NA,-78.76583637,35.81258558
27603,Reedy Creek Elementary,651,276,NA,NA,NA,NA,-78.76583637,35.81258558
27606,Reedy Creek Elementary,651,276,NA,NA,NA,NA,-78.76583637,35.81258558
27606,Reedy Creek Elementary,651,276,NA,NA,NA,NA,-78.76583637,35.81258558
27513,Reedy Creek Middle,829,275,930 Reedy Creek Road,Cary,27513,Wake,-78.76865676,35.8127826
27612,Reedy Creek Middle,829,276,NA,NA,NA,NA,-78.76865676,35.8127826
27587,Richland Creek Elementary,491,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,491,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,491,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Creek Elementary,491,275,The Dubois Center,Wake Forest,27587,Wake,-78.49850216,35.98545966
27587,Richland Elementary,827,275,NA,NA,NA,NA,-78.5163,36.006045
27604,River Bend Elementary,774,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27612,River Bend Elementary,774,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27606,River Bend Elementary,774,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27609,River Bend Elementary,774,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27606,River Bend Elementary,774,276,6710 Perry Creek Road,Raleigh,27616,Wake,-78.53762182,35.86479228
27610,River Bend Middle,1246,276,NA,NA,NA,NA,-78.531491,35.861975
